Bait	Prey	#Rep	#Pep	AvgP	BFDR
homo+DMSO	O14818	4	8	0.0464	0.6609
HSPB7	O14818	4	8	0.2489	0.5498
iPS_A4	O14818	4	8	0.3426	0.4530
iPS_C10	O14818	4	8	0.7292	0.1593
iPS_K22	O14818	4	8	0.5045	0.3219
iPS_P9	O14818	4	8	0.4825	0.3587
iPS_WTc11	O14818	4	8	0.5590	0.2871
P9	O14818	4	8	0.2918	0.4847
TetOn-BAG3	O14818	4	8	0.1405	0.6179
C10	O14836	4	1	0.2172	0.5788
iPS_C10	O14836	4	1	0.2496	0.5469
iPS_K22	O14836	4	1	0.1908	0.5939
iPS_P9	O14836	4	1	0.4606	0.3754
iPS_WTc11	O14836	4	1	0.4813	0.3594
K22	O14836	4	1	0.2424	0.5572
TetOn-BAG3	O14836	4	1	0.1998	0.5892
A4	O14874	4	2	0.5563	0.2886
C10	O14874	4	2	0.4645	0.3717
homo+Bort	O14874	4	2	0.2245	0.5735
homo+DMSO	O14874	4	2	0.5864	0.2681
HSPB7	O14874	4	2	0.2245	0.5735
iPS_A4	O14874	4	2	0.0928	0.6427
iPS_C10	O14874	4	2	0.1155	0.6344
iPS_K22	O14874	4	2	0.0400	0.6624
iPS_P9	O14874	4	2	0.1134	0.6355
iPS_WTc11	O14874	4	2	0.2118	0.5824
K22	O14874	4	2	0.5850	0.2689
P9	O14874	4	2	0.3295	0.4615
TetOn-BAG3	O14874	4	2	0.2020	0.5880
A4	O14979	4	1	0.2500	0.5036
C10	O14979	4	1	0.2499	0.5420
homo+Bort	O14979	4	1	0.5000	0.3249
homo+DMSO	O14979	4	1	0.2500	0.5036
iPS_A4	O14979	4	1	0.2500	0.5036
iPS_C10	O14979	4	1	0.2500	0.5036
iPS_K22	O14979	4	1	0.4955	0.3492
iPS_WTc11	O14979	4	1	0.4987	0.3453
K22	O14979	4	1	0.2279	0.5710
RBM20	O14979	1	1	1.0000	0.0000
TetOn-BAG3	O14979	4	1	0.2500	0.5036
A4	O14980	4	4	0.3101	0.4733
C10	O14980	4	4	0.4081	0.4114
homo+Bort	O14980	4	4	0.2365	0.5630
homo+DMSO	O14980	4	4	0.2365	0.5630
HSPB7	O14980	4	4	0.2409	0.5585
iPS_A4	O14980	4	4	0.1589	0.6102
iPS_C10	O14980	4	4	0.2981	0.4809
iPS_K22	O14980	4	4	0.2936	0.4836
iPS_P9	O14980	4	4	0.0792	0.6498
iPS_WTc11	O14980	4	4	0.0793	0.6498
K22	O14980	4	4	0.3132	0.4713
P9	O14980	4	4	0.2378	0.5619
RBM20	O14980	1	4	0.3171	0.4688
TetOn-BAG3	O14980	4	4	0.1430	0.6170
P9	O15033	4	1	0.2500	0.5036
A4	O15042	4	6	0.2341	0.5654
C10	O15042	4	6	0.2382	0.5614
homo+Bort	O15042	4	6	0.3511	0.4479
homo+DMSO	O15042	4	6	0.6149	0.2486
HSPB7	O15042	4	6	0.1645	0.6079
iPS_A4	O15042	4	6	0.5559	0.2889
iPS_C10	O15042	4	6	0.7923	0.1067
iPS_K22	O15042	4	6	0.4619	0.3740
iPS_P9	O15042	4	6	0.6625	0.2104
iPS_WTc11	O15042	4	6	0.7010	0.1806
K22	O15042	4	6	0.0642	0.6554
P9	O15042	4	6	0.3957	0.4185
RBM20	O15042	1	6	0.3290	0.4617
TetOn-BAG3	O15042	4	6	0.2317	0.5675
A4	O15083	4	1	0.2500	0.5036
C10	O15083	4	1	0.2500	0.5036
iPS_C10	O15083	4	1	0.2500	0.5036
A4	O15090	4	1	0.3937	0.4195
homo+Bort	O15090	4	1	0.2500	0.5036
iPS_A4	O15090	4	1	0.4083	0.4111
iPS_C10	O15090	4	1	0.4955	0.3492
iPS_K22	O15090	4	1	0.1392	0.6183
iPS_P9	O15090	4	1	0.2497	0.5462
K22	O15090	4	1	0.2499	0.5420
P9	O15090	4	1	0.2500	0.5036
RBM20	O15090	1	1	1.0000	0.0000
TetOn-BAG3	O15090	4	1	0.1712	0.6031
A4	O15160	4	2	0.1250	0.6232
C10	O15160	4	2	0.1250	0.6232
iPS_A4	O15160	4	2	0.3750	0.4310
iPS_C10	O15160	4	2	0.3746	0.4338
iPS_K22	O15160	4	2	0.2496	0.5469
iPS_P9	O15160	4	2	0.1250	0.6232
K22	O15160	4	2	0.1250	0.6232
A4	O15235	4	1	0.1014	0.6398
iPS_C10	O15235	4	1	0.1343	0.6202
iPS_WTc11	O15235	4	1	0.1654	0.6075
K22	O15235	4	1	0.3723	0.4356
P9	O15235	4	1	0.2331	0.5663
TetOn-BAG3	O15235	4	1	0.3065	0.4756
A4	O15347	4	3	0.1487	0.6148
homo+Bort	O15347	4	3	0.1226	0.6306
homo+DMSO	O15347	4	3	0.2335	0.5660
HSPB7	O15347	4	3	0.2984	0.4807
iPS_A4	O15347	4	3	0.4138	0.4071
iPS_C10	O15347	4	3	0.3689	0.4379
iPS_K22	O15347	4	3	0.1645	0.6079
iPS_P9	O15347	4	3	0.3727	0.4353
iPS_WTc11	O15347	4	3	0.2873	0.4870
K22	O15347	4	3	0.1765	0.6011
P9	O15347	4	3	0.2141	0.5808
TetOn-BAG3	O15347	4	3	0.1875	0.5957
C10	O15371	4	2	0.0474	0.6608
iPS_A4	O15371	4	2	0.2309	0.5681
iPS_C10	O15371	4	2	0.3608	0.4424
iPS_K22	O15371	4	2	0.0487	0.6605
iPS_P9	O15371	4	2	0.0785	0.6501
iPS_WTc11	O15371	4	2	0.1190	0.6326
K22	O15371	4	2	0.0375	0.6629
TetOn-BAG3	O15371	4	2	0.0934	0.6426
A4	O15372	4	3	0.1037	0.6391
C10	O15372	4	3	0.2118	0.5824
homo+Bort	O15372	4	3	0.0561	0.6583
homo+DMSO	O15372	4	3	0.2338	0.5657
HSPB7	O15372	4	3	0.3338	0.4571
iPS_A4	O15372	4	3	0.3004	0.4793
iPS_C10	O15372	4	3	0.4046	0.4130
iPS_K22	O15372	4	3	0.2854	0.4885
iPS_P9	O15372	4	3	0.4187	0.4027
iPS_WTc11	O15372	4	3	0.1916	0.5933
K22	O15372	4	3	0.0503	0.6598
P9	O15372	4	3	0.1235	0.6301
RBM20	O15372	1	3	0.1679	0.6046
TetOn-BAG3	O15372	4	3	0.0899	0.6434
C10	O15397	4	3	0.0651	0.6550
homo+Bort	O15397	4	3	0.1169	0.6338
homo+DMSO	O15397	4	3	0.1028	0.6394
HSPB7	O15397	4	3	0.1065	0.6380
iPS_A4	O15397	4	3	0.1425	0.6172
iPS_C10	O15397	4	3	0.1902	0.5944
iPS_K22	O15397	4	3	0.1801	0.5996
iPS_P9	O15397	4	3	0.1087	0.6372
iPS_WTc11	O15397	4	3	0.1093	0.6369
P9	O15397	4	3	0.0725	0.6525
TetOn-BAG3	O15397	4	3	0.0334	0.6637
A4	O15484	4	1	0.4997	0.3414
C10	O15484	4	1	0.4999	0.3390
homo+Bort	O15484	4	1	0.2500	0.5036
homo+DMSO	O15484	4	1	0.2500	0.5036
iPS_A4	O15484	4	1	0.7498	0.1429
iPS_C10	O15484	4	1	0.5000	0.3249
iPS_K22	O15484	4	1	0.5000	0.3249
iPS_P9	O15484	4	1	0.5000	0.3249
iPS_WTc11	O15484	4	1	0.5000	0.3249
K22	O15484	4	1	0.4995	0.3430
P9	O15484	4	1	0.4942	0.3505
TetOn-BAG3	O15484	4	1	0.5000	0.3249
A4	O15553	4	1	0.2141	0.5808
C10	O15553	4	1	0.4526	0.3805
homo+Bort	O15553	4	1	0.2466	0.5528
homo+DMSO	O15553	4	1	0.7249	0.1621
HSPB7	O15553	4	1	0.7262	0.1613
iPS_A4	O15553	4	1	0.7345	0.1563
iPS_C10	O15553	4	1	0.6300	0.2352
iPS_K22	O15553	4	1	0.2433	0.5563
iPS_P9	O15553	4	1	0.6666	0.2071
iPS_WTc11	O15553	4	1	0.4841	0.3577
K22	O15553	4	1	0.3814	0.4277
P9	O15553	4	1	0.4935	0.3512
RBM20	O15553	1	1	0.9945	0.0005
TetOn-BAG3	O15553	4	1	0.4939	0.3509
A4	O43143	4	8	0.2593	0.5001
C10	O43143	4	8	0.2512	0.5033
homo+Bort	O43143	4	8	0.1592	0.6101
homo+DMSO	O43143	4	8	0.1047	0.6386
HSPB7	O43143	4	8	0.2287	0.5701
iPS_A4	O43143	4	8	0.4699	0.3680
iPS_C10	O43143	4	8	0.4693	0.3684
iPS_K22	O43143	4	8	0.3188	0.4677
iPS_P9	O43143	4	8	0.4543	0.3794
iPS_WTc11	O43143	4	8	0.4323	0.3940
K22	O43143	4	8	0.1681	0.6045
P9	O43143	4	8	0.4469	0.3841
RBM20	O43143	1	8	0.1821	0.5985
TetOn-BAG3	O43143	4	8	0.1564	0.6113
iPS_A4	O43167	4	1	0.7500	0.1355
iPS_C10	O43167	4	1	0.5000	0.3249
iPS_K22	O43167	4	1	0.7500	0.1355
iPS_P9	O43167	4	1	0.5000	0.3249
iPS_WTc11	O43167	4	1	0.2500	0.5036
HSPB7	O43175	4	3	0.0833	0.6451
iPS_A4	O43175	4	3	0.3332	0.4589
iPS_C10	O43175	4	3	0.3333	0.4574
iPS_K22	O43175	4	3	0.1667	0.6049
iPS_P9	O43175	4	3	0.3333	0.4574
iPS_WTc11	O43175	4	3	0.4163	0.4052
P9	O43175	4	3	0.1623	0.6089
A4	O43242	4	15	0.1959	0.5912
C10	O43242	4	15	0.3783	0.4294
homo+Bort	O43242	4	15	0.2182	0.5781
homo+DMSO	O43242	4	15	0.2532	0.5024
HSPB7	O43242	4	15	0.3177	0.4686
iPS_A4	O43242	4	15	0.6423	0.2256
iPS_C10	O43242	4	15	0.8456	0.0773
iPS_K22	O43242	4	15	0.5327	0.3051
iPS_P9	O43242	4	15	0.5985	0.2589
iPS_WTc11	O43242	4	15	0.5872	0.2675
K22	O43242	4	15	0.2760	0.4933
P9	O43242	4	15	0.5439	0.2966
TetOn-BAG3	O43242	4	15	0.1228	0.6305
C10	O43247	4	1	0.2497	0.5462
homo+DMSO	O43247	4	1	0.2478	0.5514
iPS_C10	O43247	4	1	0.2500	0.5036
K22	O43247	4	1	0.2484	0.5506
TetOn-BAG3	O43247	4	1	0.2500	0.5036
homo+Bort	O43278	4	1	0.2490	0.5494
iPS_K22	O43278	4	1	0.2500	0.5036
P9	O43278	4	1	0.2499	0.5420
A4	O43290	4	18	0.4124	0.4082
C10	O43290	4	18	0.3016	0.4788
homo+Bort	O43290	4	18	0.2588	0.5004
homo+DMSO	O43290	4	18	0.2127	0.5819
HSPB7	O43290	4	18	0.1601	0.6097
iPS_A4	O43290	4	18	0.4594	0.3763
iPS_C10	O43290	4	18	0.4108	0.4095
iPS_K22	O43290	4	18	0.3037	0.4775
iPS_P9	O43290	4	18	0.4496	0.3822
iPS_WTc11	O43290	4	18	0.3261	0.4633
K22	O43290	4	18	0.1977	0.5904
P9	O43290	4	18	0.4150	0.4062
TetOn-BAG3	O43290	4	18	0.2519	0.5030
A4	O43306	4	2	0.2049	0.5863
C10	O43306	4	2	0.2415	0.5580
homo+DMSO	O43306	4	2	0.1205	0.6318
iPS_A4	O43306	4	2	0.2198	0.5769
iPS_C10	O43306	4	2	0.2219	0.5755
iPS_K22	O43306	4	2	0.2238	0.5743
iPS_P9	O43306	4	2	0.4612	0.3747
iPS_WTc11	O43306	4	2	0.2317	0.5675
K22	O43306	4	2	0.2305	0.5685
TetOn-BAG3	O43306	4	2	0.2277	0.5711
homo+Bort	O43320	4	1	0.2500	0.5036
iPS_K22	O43320	4	1	0.2500	0.5036
iPS_P9	O43320	4	1	0.2500	0.5036
P9	O43320	4	1	0.2500	0.5036
TetOn-BAG3	O43320	4	1	0.2500	0.5036
A4	O43324	4	1	0.2500	0.5036
C10	O43324	4	1	0.2500	0.5036
homo+Bort	O43324	4	1	0.2500	0.5036
homo+DMSO	O43324	4	1	0.5000	0.3249
iPS_A4	O43324	4	1	0.2500	0.5036
iPS_K22	O43324	4	1	0.2500	0.5036
iPS_P9	O43324	4	1	0.2500	0.5036
iPS_WTc11	O43324	4	1	0.2499	0.5420
K22	O43324	4	1	0.2500	0.5036
P9	O43324	4	1	0.2500	0.5036
A4	O43390	4	7	0.4428	0.3866
C10	O43390	4	7	0.2281	0.5707
homo+Bort	O43390	4	7	0.4725	0.3659
homo+DMSO	O43390	4	7	0.4564	0.3777
HSPB7	O43390	4	7	0.4605	0.3755
iPS_A4	O43390	4	7	0.5041	0.3221
iPS_C10	O43390	4	7	0.3914	0.4212
iPS_K22	O43390	4	7	0.3871	0.4239
iPS_P9	O43390	4	7	0.3138	0.4709
iPS_WTc11	O43390	4	7	0.4562	0.3778
K22	O43390	4	7	0.2704	0.4958
P9	O43390	4	7	0.3428	0.4529
TetOn-BAG3	O43390	4	7	0.3449	0.4517
A4	O43427	4	1	0.2352	0.5642
C10	O43427	4	1	0.2360	0.5635
HSPB7	O43427	4	1	0.1823	0.5984
iPS_C10	O43427	4	1	0.2377	0.5621
K22	O43427	4	1	0.4604	0.3757
P9	O43427	4	1	0.1486	0.6149
A4	O43615	4	2	0.1249	0.6273
C10	O43615	4	2	0.2394	0.5601
homo+Bort	O43615	4	2	0.2499	0.5420
homo+DMSO	O43615	4	2	0.1249	0.6273
iPS_A4	O43615	4	2	0.1245	0.6289
iPS_C10	O43615	4	2	0.1243	0.6292
iPS_K22	O43615	4	2	0.1250	0.6232
iPS_P9	O43615	4	2	0.4998	0.3409
iPS_WTc11	O43615	4	2	0.1249	0.6273
K22	O43615	4	2	0.1250	0.6232
P9	O43615	4	2	0.3745	0.4339
TetOn-BAG3	O43615	4	2	0.2499	0.5420
C10	O43707	4	5	0.3776	0.4298
homo+Bort	O43707	4	5	0.0809	0.6490
homo+DMSO	O43707	4	5	0.0712	0.6529
HSPB7	O43707	4	5	0.0833	0.6451
iPS_A4	O43707	4	5	0.2497	0.5462
iPS_C10	O43707	4	5	0.2481	0.5510
iPS_K22	O43707	4	5	0.1631	0.6085
iPS_P9	O43707	4	5	0.2447	0.5546
iPS_WTc11	O43707	4	5	0.1603	0.6096
K22	O43707	4	5	0.1588	0.6103
P9	O43707	4	5	0.1648	0.6078
RBM20	O43707	1	5	0.6574	0.2138
C10	O43719	4	2	0.1250	0.6232
homo+Bort	O43719	4	2	0.1250	0.6232
HSPB7	O43719	4	2	0.1250	0.6232
iPS_A4	O43719	4	2	0.2498	0.5450
iPS_C10	O43719	4	2	0.1250	0.6232
P9	O43719	4	2	0.1250	0.6232
A4	O43809	4	13	0.5393	0.2998
C10	O43809	4	13	0.5737	0.2761
homo+Bort	O43809	4	13	0.3268	0.4629
homo+DMSO	O43809	4	13	0.4049	0.4128
HSPB7	O43809	4	13	0.5046	0.3218
iPS_A4	O43809	4	13	0.4120	0.4086
iPS_C10	O43809	4	13	0.4090	0.4107
iPS_K22	O43809	4	13	0.2816	0.4902
iPS_P9	O43809	4	13	0.4654	0.3712
iPS_WTc11	O43809	4	13	0.3211	0.4661
K22	O43809	4	13	0.6179	0.2465
P9	O43809	4	13	0.6201	0.2450
RBM20	O43809	1	13	0.3977	0.4172
TetOn-BAG3	O43809	4	13	0.5815	0.2715
A4	O43852	4	4	0.0833	0.6451
C10	O43852	4	4	0.4073	0.4117
homo+Bort	O43852	4	4	0.1355	0.6196
homo+DMSO	O43852	4	4	0.2898	0.4858
HSPB7	O43852	4	4	0.2409	0.5585
iPS_A4	O43852	4	4	0.1566	0.6111
iPS_C10	O43852	4	4	0.0560	0.6584
iPS_K22	O43852	4	4	0.0598	0.6573
iPS_P9	O43852	4	4	0.2262	0.5724
iPS_WTc11	O43852	4	4	0.0818	0.6488
K22	O43852	4	4	0.2194	0.5772
P9	O43852	4	4	0.4764	0.3629
RBM20	O43852	1	4	0.3203	0.4667
TetOn-BAG3	O43852	4	4	0.2996	0.4798
A4	O43913	4	1	0.4988	0.3450
C10	O43913	4	1	0.2500	0.5036
homo+Bort	O43913	4	1	0.2500	0.5036
homo+DMSO	O43913	4	1	0.2500	0.5036
HSPB7	O43913	4	1	0.2500	0.5036
iPS_A4	O43913	4	1	0.2500	0.5036
iPS_C10	O43913	4	1	0.4997	0.3414
iPS_K22	O43913	4	1	0.5000	0.3249
iPS_P9	O43913	4	1	0.2500	0.5036
iPS_WTc11	O43913	4	1	0.5000	0.3249
P9	O43913	4	1	0.5000	0.3249
RBM20	O43913	1	1	1.0000	0.0000
A4	O43920	4	2	0.1874	0.5958
C10	O43920	4	2	0.0865	0.6445
homo+Bort	O43920	4	2	0.3573	0.4444
iPS_A4	O43920	4	2	0.0724	0.6525
iPS_C10	O43920	4	2	0.0694	0.6536
iPS_P9	O43920	4	2	0.0245	0.6654
P9	O43920	4	2	0.0927	0.6428
TetOn-BAG3	O43920	4	2	0.1948	0.5917
homo+DMSO	O60229	4	1	0.2500	0.5036
iPS_A4	O60229	4	1	0.2380	0.5616
iPS_C10	O60229	4	1	0.2499	0.5420
iPS_P9	O60229	4	1	0.2498	0.5450
iPS_WTc11	O60229	4	1	0.2484	0.5506
TetOn-BAG3	O60229	4	1	0.2498	0.5450
A4	O60256	4	22	0.0410	0.6622
C10	O60256	4	22	0.0398	0.6625
homo+DMSO	O60256	4	22	0.0164	0.6670
HSPB7	O60256	4	22	0.0599	0.6573
iPS_A4	O60256	4	22	0.4047	0.4128
iPS_C10	O60256	4	22	0.3842	0.4256
iPS_K22	O60256	4	22	0.4691	0.3686
iPS_P9	O60256	4	22	0.5670	0.2809
iPS_WTc11	O60256	4	22	0.4568	0.3774
K22	O60256	4	22	0.0200	0.6664
P9	O60256	4	22	0.0602	0.6571
iPS_A4	O60264	4	4	0.3317	0.4600
iPS_C10	O60264	4	4	0.0833	0.6451
iPS_K22	O60264	4	4	0.0833	0.6451
iPS_P9	O60264	4	4	0.2498	0.5450
iPS_WTc11	O60264	4	4	0.2500	0.5036
A4	O60271	4	1	0.0311	0.6642
P9	O60271	4	1	0.0030	0.6685
iPS_P9	O60282	4	1	0.2500	0.5036
C10	O60284	4	1	0.2500	0.5036
HSPB7	O60284	4	1	0.2500	0.5036
iPS_A4	O60284	4	1	0.2500	0.5036
iPS_WTc11	O60284	4	1	0.2500	0.5036
TetOn-BAG3	O60284	4	1	0.2498	0.5450
A4	O60294	4	1	0.2072	0.5850
homo+Bort	O60294	4	1	0.2234	0.5746
HSPB7	O60294	4	1	0.2444	0.5550
iPS_A4	O60294	4	1	0.4654	0.3712
iPS_K22	O60294	4	1	0.2452	0.5541
iPS_P9	O60294	4	1	0.3304	0.4609
iPS_WTc11	O60294	4	1	0.4120	0.4086
P9	O60294	4	1	0.2301	0.5687
TetOn-BAG3	O60294	4	1	0.2345	0.5649
A4	O60296	4	1	0.2210	0.5762
C10	O60296	4	1	0.2487	0.5501
homo+Bort	O60296	4	1	0.2435	0.5561
homo+DMSO	O60296	4	1	0.2500	0.5036
HSPB7	O60296	4	1	0.2500	0.5036
iPS_A4	O60296	4	1	0.2493	0.5485
iPS_P9	O60296	4	1	0.2500	0.5036
iPS_WTc11	O60296	4	1	0.2477	0.5515
C10	O60336	4	1	0.1909	0.5939
homo+DMSO	O60336	4	1	0.1827	0.5983
iPS_C10	O60336	4	1	0.2212	0.5760
iPS_P9	O60336	4	1	0.2474	0.5520
A4	O60487	4	1	0.2500	0.5036
HSPB7	O60487	4	1	0.2500	0.5036
P9	O60487	4	1	0.2500	0.5036
TetOn-BAG3	O60487	4	1	0.2500	0.5036
A4	O60488	4	2	0.1250	0.6232
homo+Bort	O60488	4	2	0.1250	0.6232
iPS_A4	O60488	4	2	0.1250	0.6232
A4	O60506	4	9	0.1273	0.6223
C10	O60506	4	9	0.2871	0.4872
homo+Bort	O60506	4	9	0.1153	0.6345
homo+DMSO	O60506	4	9	0.1474	0.6152
HSPB7	O60506	4	9	0.1064	0.6381
iPS_A4	O60506	4	9	0.2936	0.4836
iPS_C10	O60506	4	9	0.3698	0.4374
iPS_K22	O60506	4	9	0.1234	0.6302
iPS_P9	O60506	4	9	0.2149	0.5803
iPS_WTc11	O60506	4	9	0.1776	0.6008
K22	O60506	4	9	0.1205	0.6318
P9	O60506	4	9	0.1585	0.6104
RBM20	O60506	1	9	0.1862	0.5964
TetOn-BAG3	O60506	4	9	0.1197	0.6323
A4	O60507	4	1	0.2500	0.5036
C10	O60507	4	1	0.2500	0.5036
homo+Bort	O60507	4	1	0.2500	0.5036
homo+DMSO	O60507	4	1	0.2500	0.5036
HSPB7	O60507	4	1	0.2500	0.5036
iPS_A4	O60507	4	1	0.2500	0.5036
iPS_C10	O60507	4	1	0.2500	0.5036
iPS_K22	O60507	4	1	0.2500	0.5036
iPS_WTc11	O60507	4	1	0.2500	0.5036
K22	O60507	4	1	0.2500	0.5036
P9	O60507	4	1	0.2500	0.5036
A4	O60547	4	1	0.0862	0.6446
C10	O60547	4	1	0.1916	0.5933
homo+DMSO	O60547	4	1	0.1186	0.6329
HSPB7	O60547	4	1	0.4163	0.4052
K22	O60547	4	1	0.1357	0.6195
P9	O60547	4	1	0.4136	0.4074
TetOn-BAG3	O60547	4	1	0.2185	0.5778
A4	O60568	4	1	0.2495	0.5477
C10	O60568	4	1	0.2498	0.5450
homo+Bort	O60568	4	1	0.2500	0.5036
K22	O60568	4	1	0.2499	0.5420
P9	O60568	4	1	0.2494	0.5481
A4	O60583	4	4	0.3955	0.4186
C10	O60583	4	4	0.3658	0.4395
homo+Bort	O60583	4	4	0.2448	0.5545
homo+DMSO	O60583	4	4	0.2413	0.5582
HSPB7	O60583	4	4	0.3134	0.4711
iPS_A4	O60583	4	4	0.3645	0.4406
iPS_C10	O60583	4	4	0.3535	0.4467
iPS_K22	O60583	4	4	0.3204	0.4666
iPS_P9	O60583	4	4	0.4705	0.3675
iPS_WTc11	O60583	4	4	0.2904	0.4856
K22	O60583	4	4	0.3080	0.4748
P9	O60583	4	4	0.2453	0.5540
RBM20	O60583	1	4	0.3171	0.4688
TetOn-BAG3	O60583	4	4	0.3078	0.4749
A4	O60610	4	4	0.2238	0.5743
C10	O60610	4	4	0.1487	0.6148
homo+Bort	O60610	4	4	0.1605	0.6096
homo+DMSO	O60610	4	4	0.2322	0.5670
HSPB7	O60610	4	4	0.2294	0.5694
iPS_A4	O60610	4	4	0.1843	0.5976
iPS_C10	O60610	4	4	0.3769	0.4301
iPS_K22	O60610	4	4	0.2960	0.4822
iPS_P9	O60610	4	4	0.3558	0.4454
iPS_WTc11	O60610	4	4	0.2019	0.5881
K22	O60610	4	4	0.1547	0.6120
P9	O60610	4	4	0.2303	0.5686
RBM20	O60610	1	4	0.3299	0.4613
TetOn-BAG3	O60610	4	4	0.1427	0.6171
A4	O60673	4	1	0.2500	0.5036
homo+Bort	O60673	4	1	0.5000	0.3249
HSPB7	O60673	4	1	0.2500	0.5036
iPS_K22	O60673	4	1	0.2500	0.5036
iPS_P9	O60673	4	1	0.2500	0.5036
P9	O60673	4	1	0.2500	0.5036
TetOn-BAG3	O60673	4	1	0.2500	0.5036
A4	O60721	4	1	0.2449	0.5544
C10	O60721	4	1	0.4922	0.3520
homo+Bort	O60721	4	1	0.2500	0.5036
iPS_A4	O60721	4	1	0.4638	0.3724
iPS_C10	O60721	4	1	0.7500	0.1355
iPS_K22	O60721	4	1	0.4945	0.3502
iPS_P9	O60721	4	1	0.7500	0.1355
iPS_WTc11	O60721	4	1	0.5000	0.3249
K22	O60721	4	1	0.2499	0.5420
P9	O60721	4	1	0.4996	0.3424
TetOn-BAG3	O60721	4	1	0.2500	0.5036
A4	O60739	4	4	0.2189	0.5775
C10	O60739	4	4	0.1519	0.6132
homo+DMSO	O60739	4	4	0.1450	0.6161
HSPB7	O60739	4	4	0.0922	0.6429
iPS_A4	O60739	4	4	0.2288	0.5699
iPS_C10	O60739	4	4	0.3478	0.4497
iPS_K22	O60739	4	4	0.3492	0.4490
iPS_P9	O60739	4	4	0.1055	0.6384
iPS_WTc11	O60739	4	4	0.2824	0.4897
K22	O60739	4	4	0.0005	0.6689
P9	O60739	4	4	0.1664	0.6067
RBM20	O60739	1	4	0.3333	0.4574
TetOn-BAG3	O60739	4	4	0.1642	0.6080
C10	O60762	4	1	0.2091	0.5841
homo+Bort	O60762	4	1	0.1824	0.5984
homo+DMSO	O60762	4	1	0.1790	0.6001
iPS_A4	O60762	4	1	0.1804	0.5995
iPS_C10	O60762	4	1	0.0621	0.6563
iPS_K22	O60762	4	1	0.3571	0.4446
iPS_P9	O60762	4	1	0.1781	0.6005
iPS_WTc11	O60762	4	1	0.1887	0.5951
P9	O60762	4	1	0.1908	0.5939
RBM20	O60762	1	1	0.6924	0.1877
C10	O60763	4	2	0.1250	0.6232
iPS_A4	O60763	4	2	0.1250	0.6232
iPS_C10	O60763	4	2	0.4857	0.3564
iPS_K22	O60763	4	2	0.1249	0.6273
iPS_P9	O60763	4	2	0.4789	0.3611
P9	O60763	4	2	0.1249	0.6273
A4	O60841	4	14	0.4354	0.3919
C10	O60841	4	14	0.4966	0.3483
homo+Bort	O60841	4	14	0.2331	0.5663
homo+DMSO	O60841	4	14	0.2596	0.4999
HSPB7	O60841	4	14	0.3820	0.4273
iPS_A4	O60841	4	14	0.4007	0.4157
iPS_C10	O60841	4	14	0.4704	0.3676
iPS_K22	O60841	4	14	0.2305	0.5685
iPS_P9	O60841	4	14	0.5211	0.3130
iPS_WTc11	O60841	4	14	0.3155	0.4698
K22	O60841	4	14	0.6474	0.2222
P9	O60841	4	14	0.5290	0.3077
RBM20	O60841	1	14	0.6717	0.2029
TetOn-BAG3	O60841	4	14	0.4022	0.4142
A4	O60869	4	4	0.5284	0.3082
C10	O60869	4	4	0.5745	0.2757
homo+Bort	O60869	4	4	0.4915	0.3525
homo+DMSO	O60869	4	4	0.3604	0.4426
HSPB7	O60869	4	4	0.3375	0.4556
iPS_A4	O60869	4	4	0.6093	0.2523
iPS_C10	O60869	4	4	0.6744	0.2009
iPS_K22	O60869	4	4	0.5818	0.2713
iPS_P9	O60869	4	4	0.6925	0.1875
iPS_WTc11	O60869	4	4	0.3127	0.4719
K22	O60869	4	4	0.2545	0.5017
P9	O60869	4	4	0.5504	0.2916
RBM20	O60869	1	4	0.9156	0.0370
TetOn-BAG3	O60869	4	4	0.3901	0.4219
A4	O60880	4	1	0.1760	0.6013
C10	O60880	4	1	0.0810	0.6490
homo+Bort	O60880	4	1	0.4488	0.3828
homo+DMSO	O60880	4	1	0.1901	0.5945
iPS_C10	O60880	4	1	0.2411	0.5583
iPS_K22	O60880	4	1	0.4799	0.3602
iPS_P9	O60880	4	1	0.4629	0.3732
K22	O60880	4	1	0.2008	0.5885
P9	O60880	4	1	0.1597	0.6099
A4	O60884	4	3	0.2500	0.5036
C10	O60884	4	3	0.2422	0.5574
homo+Bort	O60884	4	3	0.1667	0.6049
homo+DMSO	O60884	4	3	0.2500	0.5036
iPS_A4	O60884	4	3	0.3333	0.4574
iPS_C10	O60884	4	3	0.4165	0.4049
iPS_K22	O60884	4	3	0.2496	0.5469
iPS_P9	O60884	4	3	0.1667	0.6049
iPS_WTc11	O60884	4	3	0.1667	0.6049
K22	O60884	4	3	0.0833	0.6451
P9	O60884	4	3	0.0833	0.6451
TetOn-BAG3	O60884	4	3	0.3323	0.4596
A4	O75052	4	1	0.4235	0.3995
C10	O75052	4	1	0.3576	0.4442
homo+Bort	O75052	4	1	0.5709	0.2784
HSPB7	O75052	4	1	0.3621	0.4418
iPS_A4	O75052	4	1	0.5191	0.3143
iPS_C10	O75052	4	1	0.5993	0.2581
iPS_K22	O75052	4	1	0.5468	0.2945
iPS_P9	O75052	4	1	0.3823	0.4270
K22	O75052	4	1	0.1837	0.5979
P9	O75052	4	1	0.3763	0.4305
TetOn-BAG3	O75052	4	1	0.3902	0.4218
A4	O75077	4	1	0.7499	0.1420
C10	O75077	4	1	0.2500	0.5036
